data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data73083,WIKI_D_05757,D,ف 14 يونيو، آزوما (هي ويا ياكومو، الطرادات المدرعة نيشين وكاسوغا) تعينات فالفرقة التالتة، تحت القيادة ديال نائب الأدميرال، باش يشدّو سخالين ف شهر يوليوز.,"f 14 jwan, azuma (hiya wya yakumo, trdat lmdr3a nishin w kasuga) t3aynat falferqa taltata, ta7t lqiyada dyal na2ib l'admiral, bash yshddu sakhalin f chher yulyuz.","On 14 June, Azuma (along with Yakumo, the armored cruisers Nisshin and Kasuga) was assigned to the 3rd Fleet, under the command of Vice Admiral, for the capture of Sakhalin in July.",في الرابع عشر من يونيو، تم تعيين أزوما (بالإضافة إلى ياكومو، الطرادين المدرعين نيشين وكاسوغا) ضمن الأسطول الثالث، تحت قيادة نائب الأدميرال، للاستيلاء على سخالين في يوليو.,27,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> placeholders from all fields; corrected '6rdat' to 'trdat' in Arabizi; fixed spacing and punctuation in English.
data73084,WIKI_D_03499,D,الاعداء الطبيعيين ديال الباز كيشملو بومة الخرابة، وبومة الشجر، والباز الشمالي، والشاهين، والنسر الذهبي، والبومة الكبيرة، والثعلب الحمر، والنمس الحجري، والنمس الصنوبري.,"el aadaa2 ettabi3iyine dyal el baz kichmoulo boumat lkharraba, w boumat chjar, w el baz chemeli, w chehine, w nesr ddhahabi, w bouma lkibira, w tha3lab l7emr, w nemes l7ajari, w nemes esnounobri.","Natural predators of the Eurasian sparrowhawk include the barn owl, the tawny owl, the northern goshawk, the peregrine falcon, the golden eagle, the eagle owl, the red fox, the stone marten, and the pine marten.",تشمل الأعداء الطبيعيون للباز الشمالي بومة الخرابة، وبومة الشجر، والباز الشمالي، والشاهين، والنسر الذهبي، والبومة الكبيرة، والثعلب الأحمر، والنمس الحجري، والنمس الصنوبري.,22,GENERATED,english;modern_standard_arabic,MSA corrected for species names to better match Darija and English; Darija and English were accurate.
data73085,WIKI_C_00568,C,شي بكتيريا عندهم سيستيمات كيميائية لي كتشعل الضو. هاد الضو البيولوجي غالبا كيكون عند البكتيريا لي عايشة مع الحوت، و الضو غالبا كيسربي باش يجر الحوت ولا شي حيوانات كبار.,"shi bktiriya 3ndhom sistimat kimya2iya li katch3l ddo. had ddo lbiyoloji ghalban kaykon 3nd lbktiriya li 3ysha m3 l7out, w ddo ghalban kaysrbi bach yjr l7out wla chi 7aywanat kbar.","A few bacteria have chemical systems that generate light. This bioluminescence often occurs in bacteria that live in association with fish, and the light probably serves to attract fish or other large animals.",تمتلك بعض البكتيريا أنظمة كيميائية تولد الضوء. يحدث هذا التلألؤ البيولوجي غالبًا في البكتيريا التي تعيش في ارتباط مع الأسماك، ومن المحتمل أن يخدم الضوء لجذب الأسماك أو غيرها من الحيوانات الكبيرة.,30,GENERATED,english,
data73086,DATA_24909,B,فواحد الطريقة قديمة، اللي كانت كتسمى طريقة ماريناك، كانو كيفصلو الطنطال و النيوبيوم بمعالجة الخليط المائي الأولي ديال فلوريدات الهيدروجين بفلوريد البوتاسيوم:,"f wa7ed tari9a 9dima, li kanet katssma tari9a marinak, kano kayfesslo ttantal w nnyubium b m3alajat lkhaliT lma2i l'awwali dyal fluoridaat lhidrujin b fluorid lbutasyum:","In an older method, called the Marignac process, the tantalum and niobium were separated by treating the initial aqueous mixture of hydrogen fluorides with potassium fluoride:",في طريقة أقدم، تسمى طريقة ماريناك، تم فصل التنتالوم والنيوبيوم عن طريق معالجة الخليط المائي الأولي من فلوريدات الهيدروجين بفلوريد البوتاسيوم:,29,GENERATED,english;modern_standard_arabic,Corrected MSA spelling of 'ماريناك' to match source and English 'Marignac'.
data73087,DATA_10574,A,مانضنش غادي نتقدا بزّاف,mandench ghadi ntqadda bezzaf,I don't think I will get very tired,لا أعتقد أنني سأتعب كثيراً,10,PARTIALLY VALIDATED,darija_arabizi;english;modern_standard_arabic,"Corrected darija_arabizi spelling of 'نتقدا' to 'ntqadda'. English and MSA corrected to reflect the meaning 'I don't think I will get very tired', not buying groceries."
data73088,DATA_10576,A,مانظنش غادي نبقى ديما شاب,manzanch ghadi ghanb9a dima shab,I don't think I will always stay young,لا أظن أنني سأبقى شاباً دائماً,6,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Corrected spelling and grammar in all fields to accurately reflect the meaning 'I don't think I will always stay young' in Moroccan Darija, Arabizi, English, and MSA."
data73089,DATA_6216,A,أنشاف شعري دابا,anchef ch3ri daba,I'm going to dry my hair,سأجفف شعري الآن,6,PARTIALLY VALIDATED,english;modern_standard_arabic,Capitalized English subject pronoun 'I'. Added 'الآن' to MSA to reflect 'daba' (now).
data73090,DATA_11616,A,نتحداك تبتاكر شي حاجة جديدة من غير ديك التخربيقة لي درتي,nt7edak tbtaker cchi 7aja jdida men ghir dik t5erbi9a li derti,I dare you to invent something new other than that nonsense you did,أتحدّاك أن تخترع شيئًا جديدًا غير تلك التخربيقة التي فعلتها,7,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected spacing errors in Darija Arabic and Arabizi. Completed English and MSA translations to fully reflect the source meaning.
data73091,WIKI_C_01576,C,شيرلي، ويليام (1746). رسالة لدوك نيوكاسل، مع جورنال ديال الحصار ديال لويسبورغ. لندن: إي. أوين. أو سي إل سي.,"Shirley, William (1746). risala l-Duke of Newcastle, m3a journal dyal l-hisar dyal Louisburg. London: E. Owen. OCLC.","Shirley, William (1746). Letter to the Duke of Newcastle, with a journal of the Siege of Louisburg. London: E. Owen. OCLC.",شيرلي، ويليام (1746). رسالة إلى دوق نيوكاسل، مع يوميات حصار لويسبورغ. لندن: إي. أوين. أو سي إل سي.,20,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed placeholder '<unk>' artifacts from all fields; fixed spacing and punctuation in English; minimal edits to preserve original style.
data73092,WIKI_C_10366,C,"فدجنبر 1982، بريتيش ميدلاند شراو شي طيارة ماكدونيل دوجلاس دي سي 9 من عند كا إل إم؛ مورا شهرين، الطيارة كانت فبريطانيا مسمية ""ذا ناساك دايموند"".","fdjanbir 1982, British Midland charaw chi ttyara Macdonell Douglas DC 9 mn 3nd KLM; mora chherin, ttyara kanet f britanya msmiya ""the nassak diamond"".","In December 1982, British Midland purchased a McDonnell Douglas DC-9 aircraft from KLM; two months later, the plane was in the United Kingdom named ""The Nassak Diamond.""","في دجنبر 1982، اشترت بريتيش ميدلاند طائرة ماكدونيل دوجلاس دي سي 9 من شركة كيه إل إم؛ وبعد شهرين، كانت الطائرة في بريطانيا مسماة ""ذا ناساك دايموند"".",27,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Removed MT artifacts '@-@' from darija_arabic, darija_arabizi, and english. Adjusted capitalization and spacing in darija_arabizi and english. Corrected MSA to be faithful and natural, avoiding over-formalisation."
data73093,DATA_10675,A,مانضنش غادي يلهمني شي حد من خيرك,mandench ghadi ylhemni chi 7ed men khirek,I don't think someone from your good will will inspire me,لا أظن أن أحداً من خيرك سيلهمني,7,PARTIALLY VALIDATED,darija_arabizi;english;modern_standard_arabic,Corrected Arabizi for 'خيرك'; English and MSA adjusted to faithfully reflect Darija meaning and pronouns.
data73094,WIKI_C_00017,C,زيد على التفاعلات اللي كانو قالو عليها جونسون وكوري وتشيكوفسكي، لي سلفور إيليد كايتخدمو فبزاف ديال تفاعلات مماثلة اللي كايتجمعو تحت نفس السمية.,"zid 3la taf3alat li kanu qalu 3liha johnson w corey w chaykovsky, li sulfur ylide kaytkhedmu f bzzaf dyal taf3alat mmathla li kaytjem3u ta7t nafs smiya.","In addition to the reactions originally reported by Johnson, Corey, and Chaykovsky, sulfur ylides have been used for a number of related homologation reactions that tend to be grouped under the same name.",بالإضافة إلى التفاعلات التي أبلغ عنها جونسون وكوري وتشيكوفسكي في الأصل، فقد تم استخدام إيليدات الكبريت في عدد من تفاعلات الاستطالة ذات الصلة التي تميل إلى التجميع تحت نفس الاسم.,23,GENERATED,darija_arabic;darija_arabizi;english,Corrected spelling of 'سولفور' to 'سلفور' in darija_arabic and corrected 'mmaltla' to 'mmathla' in darija_arabizi to match 'مماثلة'.
data73095,DATA_24953,B,دق على الخشب، موسيقى ديال م. ك. جيروم، الكلمات ديال جاك شول، الأغنية الأصلية الوحيدة.,"dqq 3la l-khsheb, mosiqa dyal M. K. Jerome, l-klimat dyal Jack Scholl, l-ughniya l-asliya l-wahida.","""Knock on Wood"", music by M. K. Jerome, lyrics by Jack Scholl, the only original song.",«اطرق الخشب»، موسيقى إم. كيه. جيروم، كلمات جاك شول، الأغنية الأصلية الوحيدة.,22,GENERATED,english,Corrected English spacing around quotation marks and commas for naturalness.
data73096,DATA_20954,B,جيمس لانكاستر بشخصية الأب توماس بايلز: الأب بايلز، واحد الكاهن كاثوليكي من إنجلترا، باين كيصلي وكيهدن فالركاب فاللحظات الأخيرة ديال السفينة.,"James Lancaster b shakhsiya dial l'ab Thomas Byles: l'ab Byles, wahed l'kahen katoliki mn Ingliz, bayn kaysselli o kayhedden f rkkab f lahdat lakhera dial ssefina.","James Lancaster as Father Thomas Byles: Father Byles, a Catholic priest from England, is portrayed praying and consoling passengers during the ship's final moments.",جيمس لانكستر في دور الأب توماس بايلز: الأب بايلز، وهو كاهن كاثوليكي من إنجلترا، يصور وهو يصلي ويواسي الركاب خلال اللحظات الأخيرة للسفينة.,29,GENERATED,darija_arabizi;english,Corrected apostrophe usage in darija_arabizi for consistency and accuracy.
data73097,WIKI_D_04439,D,واحد الريفيو على المحفزات المحتملة ف البيئة الداخلية والخارجية وصل لنتيجة باللي ما كافيش الأدلة باش نأكدوا العوامل البيئية كسبب ديال الشقيقة. ومع ذلك نصحوا الناس اللي عندهم الشقيقة ياخدو شي تدابير وقائية متعلقة بجودة الهواء والإضاءة ف الداخل.,wa7d review 3la lmo7fizat lmo7tamla f lbi2a dakhliya w kharijiya wsal lntiija belli ma kafich l'adilla bach na2kdu l3awamel lbi2iya k sabab dyal chqi9a. w m3a dallik nsa7u nass lli 3ndhom chqi9a yakhdu chi tdabir wiqaiya mt3li9a b jawdat lhawaa w l'iida2a f dakhl.,A review on potential triggers in the indoor and outdoor environment concluded that there is insufficient evidence to confirm environmental factors as causing migraines. They nevertheless suggested that people with migraines take some preventive measures related to indoor air quality and lighting.,خلصت مراجعة للمحفزات المحتملة في البيئة الداخلية والخارجية إلى أن الأدلة غير كافية لتأكيد أن العوامل البيئية تسبب الصداع النصفي. ومع ذلك، نصح الأشخاص الذين يعانون من الصداع النصفي باتخاذ بعض الإجراءات الوقائية المتعلقة بجودة الهواء الداخلي والإضاءة.,39,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected Arabizi for consistent transcription and spacing. Adjusted MSA verb agreement and wording for naturalness and faithfulness.
